agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	huc_cd
USGS	133400144503301	NCSF-2 Deep Obs. Well, Finegayan, Guam	GW	13.56677778	144.842536	1	NAD83	364	20	LMSL	22010000
USGS	133403144504701	F-1, Finegayan, Guam	GW	13.5674861	144.8465028	S	NAD83	 419	 20	LMSL	22010000
USGS	133409144553301	AECOM 6, Andersen AFB, Guam	GW	13.56913889	144.9257194	1	NAD83	532	20	LMSL	22010000
USGS	133412144504901	NCS-A, Finegayan, Guam	GW	13.57008333	144.847	5	NAD83	 429	 .1	LMSL	22010000
USGS	133414144551871	Test Hole D, Andersen AFB, Guam	GW-TH	13.57198333	144.9240722	S	NAD83	 514	 20	LMSL	22010000
USGS	133426144553466	Andersen AFB-B, Guam	AT	13.5753111	144.9285306	S	NAD83				22010000
USGS	133431144554501	Andersen AFB Evaporation Gage, Guam	AT	13.5767	144.931586	S	NAD83	 535	  5	LMSL	22010000
USGS	133433144510401	F-2, Finegayan, Guam	GW	13.5757611	144.8510889	S	NAD83	 449	 20	LMSL	22010000
USGS	133442144511101	F-3, Dededo, Guam	GW	13.57820833	144.8531306	S	NAD83	 454	 20	LMSL	22010000
USGS	133448144510101	NCSF-1 Deep Obs. Well, Finegayan, Guam	GW	13.58012778	144.850175	1	NAD83	445	20	LMSL	22010000
USGS	133451144511901	F-4, Finegayan, Guam	GW	13.5807361	144.8551889	S	NAD83	 458	 20	LMSL	22010000
USGS	133451144534071	Monitor Well, Andersen AFB, Guam	GW	13.58225833	144.89685	S	NAD83				22010000
USGS	133500144521671	Agafo Gumas Well 2, Agafo Gumas, Guam	GW	13.58475556	144.8735167	S	NAD83	 505.86	.01	LMSL	22010000
USGS	133502144531101	AECOM 3, Andersen AFB, Guam	GW	13.584	144.8865833	5	NAD83	 566.2	0.2	LMSL	22010000
USGS	133513144523771	Test Hole C, Andersen AFB, Guam	GW-TH	13.58836944	144.87935	S	NAD83	 454	 20	LMSL	22010000
USGS	133513144532171	Test Hole E, Andersen AFB, Guam	GW-TH	13.58836944	144.8915722	S	NAD83	 458	 20	LMSL	22010000
USGS	133517144520701	AECOM 1, Andersen AFB, Guam	GW	13.58816667	144.8686944	5	NAD83	 474.5	0.5	LMSL	22010000
USGS	133519144542201	AAFB-1 Deep Obs. Well, Andersen AFB, Guam	GW	13.58857222	144.9061472	1	NAD83	480	20	LMSL	22010000
USGS	133522144520601	Geomag Observatory Rain Gage, Andersen AFB, Guam	AT	13.5893111	144.8684389	S	NAD83	 475	4.3	LMSL	22010000
USGS	133522144523971	Test Hole B, Andersen AFB, Guam	GW-TH	13.59086944	144.8799056	S	NAD83	 464	 20	LMSL	22010000
USGS	133534144521271	Test Hole A, Andersen AFB, Guam	GW-TH	13.59407222	144.8731	S	NAD83	 453	 20	LMSL	22010000
USGS	133545144514401	NWF-1 Deep Obs. Well, Potts Junction, Guam	GW	13.59569722	144.8621556	1	NAD83	480	20	LMSL	22010000
USGS	133601144541571	Tarague Well 4, Andersen AFB, Guam	GW	13.60186667	144.9065722	S	NAD83	 39	 10	LMSL	22010000
USGS	133628144513271	EX-8 Northwest Field, Guam	GW	13.60945	144.8611556	S	NAD83	462.34	.01	LMSL	22010000
USGS	133824144524201	Jinapsan Cave near Ritidian Point, Guam	SB-CV	13.64008333	144.8784167	5	NAD83	 100	 20	LMSL	22010000
USGS	133825144524101	Jinapsan Rain Collector near Ritidian Pt., Guam	AT	13.64027778	144.8780556	5	NAD83	 160	 20	LMSL	22010000
USGS	16807200	Agana River at Agana, Guam	ST	13.47503889	144.7554722	S	NAD83	 3	  1	LMSL	22010000
USGS	16807300	Fonte River at Dam, nr Nimitz Hill, Guam	ST	13.45865	144.729361	S	NAD83	 370	 10	LMSL	22010000
USGS	16807500	Asan Spring at Asan, Guam	SP	13.47115	144.7201944	S	NAD83	 140	 10	LMSL	22010000
USGS	16807600	Asan River at Asan, Guam	ST	13.47263889	144.7135556	5	NAD83				22010000
USGS	16807650	Aplacho River at Apra Heights, Guam	ST	13.404	144.68975	S	NAD83	 250	 10	LMSL	22010000
USGS	16807700	Masso River Dam nr Piti, Guam	ST	13.4572611	144.6976944	S	NAD83	 40	  1	LMSL	22010000
USGS	16807900	Atantano River nr Agat, Guam	ST	13.42226389	144.6788056	S	NAD83				22010000
USGS	16808000	Santa Rita Spring at Santa Rita, Guam	SP	13.38587778	144.6754722	S	NAD83	 284	  1	LMSL	22010000
USGS	16808100	Namo River at Santa Rita, Guam	ST	13.39254444	144.6690833	S	NAD83	 35	  1	LMSL	22010000
USGS	16808120	Namo River above weir at Santa Rita, Guam	ST	13.39891667	144.6659444	5	NAD83	 10	  1	LMSL	22010000
USGS	16808200	Faata Springs at Agat, Guam	SP	13.37782222	144.6654722	S	NAD83	 260	 10	LMSL	22010000
USGS	16808300	Finile Creek at Agat, Guam	ST	13.3791111	144.6595556	S	NAD83	 20	  1	LMSL	22010000
USGS	16808500	Taleyfac River nr Agat, Guam	ST	13.36115833	144.6515833	S	NAD83	 10	  1	LMSL	22010000
USGS	16809200	Cetti River above tributary nr Umatac, Guam	ST	13.31782778	144.6590833	S	NAD83	 30	  1	LMSL	22010000
USGS	16809300	LB Cetti River nr Umatac, Guam	ST	13.31755	144.6585278	S	NAD83	 30	  1	LMSL	22010000
USGS	16809400	Cetti River near Umatac, Guam	ST	13.31752778	144.6591667	S	NAD83	 10	  1	LMSL	22010000
USGS	16809500	La Sa Fua River nr Agat, Guam	ST	13.31088333	144.674361	S	NAD83	 320	 10	LMSL	22010000
USGS	16809600	La Sa Fua River near Umatac, Guam	ST	13.30694444	144.6644167	S	NAD83	 120	 20	LMSL	22010000
USGS	16809800	Sabu River at Umatac, Guam	ST	13.29921667	144.6626944	S	NAD83				22010000
USGS	16810000	RB Umatac River at Umatac, Guam	ST	13.2986611	144.6663056	S	NAD83				22010000
USGS	16812000	Madog River nr Umatac, Guam	ST	13.29143889	144.6774167	S	NAD83	 130	 10	LMSL	22010000
USGS	16813000	Piga Spring nr Umatac, Guam	SP	13.30032778	144.6826944	S	NAD83	 360	 10	LMSL	22010000
USGS	16814000	Astaban River at Umatac, Guam	ST	13.2961611	144.67325	S	NAD83	 55	  1	LMSL	22010000
USGS	16815800	Laelae River at Umatac, Guam	ST	13.2986611	144.6665833	S	NAD83	 15	  1	LMSL	22010000
USGS	16816000	Umatac River at Umatac, Guam	ST	13.29797222	144.6652222	5	NAD83	 8	  1	LMSL	22010000
USGS	16817000	Toguan River at Umatac, Guam	ST	13.28560556	144.6624167	S	NAD83	 8	  1	LMSL	22010000
USGS	16820000	Geus River ab Siligin SP trib, nr Merizo, Guam	ST	13.27866389	144.6846389	S	NAD83	 170	 10	LMSL	22010000
USGS	16820500	Siligin Spring nr Merizo, Guam	SP	13.27866389	144.684361	S	NAD83	 170	 10	LMSL	22010000
USGS	16820700	Geus River BL Siligin SP trib, nr Merizo, Guam	ST	13.27783056	144.6838056	S	NAD83	 140	 10	LMSL	22010000
USGS	16821000	Geus River nr Merizo, Guam	ST	13.27138889	144.6793056	S	NAD83	 60	  1	LMSL	22010000
USGS	16825000	Ajayan River nr Inarajan, Guam	ST	13.2558861	144.7179722	S	NAD83	 20	  1	LMSL	22010000
USGS	16828000	Agfayan River nr Inarajan, Guam	ST	13.26894167	144.73075	S	NAD83	 9	  1	LMSL	22010000
USGS	16830000	Pasamano River nr Inarajan, Guam	ST	13.28449444	144.7263056	S	NAD83	 45	  1	LMSL	22010000
USGS	16831000	Yledigao River nr Inarajan, Guam	ST	13.28477222	144.7263056	S	NAD83	 45	  1	LMSL	22010000
USGS	16833000	Fintasa River nr Inarajan, Guam	ST	13.28977222	144.7340833	S	NAD83	 210	 10	LMSL	22010000
USGS	16834000	Fensol River nr Inarajan, Guam	ST	13.28727222	144.7379722	S	NAD83	 125	  1	LMSL	22010000
USGS	16835000	Inarajan River nr Inarajan, Guam	ST	13.27952778	144.7398889	S	NAD83	 15	  1	LMSL	22010000
USGS	16840000	Tinaga River nr Inarajan, Guam	ST	13.28755556	144.7533889	S	NAD83	 15	  1	LMSL	22010000
USGS	16842000	Asalonso River nr Talofofo, Guam	ST	13.33004722	144.761861	S	NAD83	 30	  1	LMSL	22010000
USGS	16845000	Tolaeyuus River near Agat, Guam	ST	13.3668611	144.7141944	S	NAD83	 90	  1	LMSL	22010000
USGS	16846000	Tolaeyuus River at mouth near Agat, Guam	ST	13.35980556	144.7108889	S	NAD83	 60	 10	LMSL	22010000
USGS	16847000	Imong River near Agat, Guam	ST	13.339	144.7015278	5	NAD83	 120	 20	LMSL	22010000
USGS	16848000	Almagosa Springs, Guam near Agat, Guam	SP	13.34694444	144.6816389	S	NAD83	 620	 10	LMSL	22010000
USGS	16848100	Almagosa River near Agat, Guam	ST	13.34672222	144.6955	S	NAD83	 155	 20	LMSL	22010000
USGS	16848109	Combined records of Almagosa stations	ST	13.34671389	144.69575	S	NAD83				22010000
USGS	16848500	Maulap River near Agat, Guam	ST	13.35544444	144.6979444	5	NAD83	 130	 20	LMSL	22010000
USGS	16849000	Fena Dam Spillway near Agat, Guam	LK	13.3593611	144.70575	S	NAD83	 111.35	.01	LMSL	22010000
USGS	16849200	Fena River near Agat, Guam	ST	13.35949167	144.7096389	S	NAD83	 111.35	.01	LMSL	22010000
USGS	16850000	Talofofo River near Talofofo, Guam	ST	13.35305556	144.733	S	NAD83	 20	  1	LMSL	22010000
USGS	16852000	Sarasa River nr Talofofo, Guam	ST	13.340325	144.7371389	S	NAD83	 50	  1	LMSL	22010000
USGS	16853000	Ugum River ab Bubulao River, nr Talofofo, Guam	ST	13.32032778	144.731861	S	NAD83	 195	  1	LMSL	22010000
USGS	16854000	L BR Ugum River nr Talofofo, Guam	ST	13.32032778	144.7315833	S	NAD83	 195	  1	LMSL	22010000
USGS	16854500	Ugum River above Talofofo Falls, nr Talofofo, Guam	ST	13.32241667	144.7361389	S	NAD83	 130	 10	LMSL	22010000
USGS	16855000	Ugum River nr Talofofo, Guam	ST	13.33538889	144.7509167	S	NAD83	 3.23	.01	LMSL	22010000
USGS	16858000	Ylig River near Yona, Guam	ST	13.39255556	144.7538333	S	NAD83	 20	.01	LMSL	22010000
USGS	16859000	Manengon River nr Yona, Guam	ST	13.40198889	144.7526944	S	NAD83	 35	  1	LMSL	22010000
USGS	16862000	Lonfit River near Ordot, Guam	ST	13.4363611	144.7555556	S	NAD83	 30	  1	LMSL	22010000
USGS	16863000	Sigua River nr Ordot, Guam	ST	13.43754167	144.7551944	S	NAD83				22010000
USGS	16865000	Pago River near Ordot, Guam	ST	13.43680556	144.7560278	R	NAD83	 23	  5	LMSL	22010000
USGS	16867000	Janum Spring nr Yigo, Guam	SP	13.51698056	144.915475	S	NAD83				22010000
USGS	16868000	Santa Rosa Spring nr Yigo, Guam	SP	13.53170278	144.9143639	S	NAD83	 590	 10	LMSL	22010000
USGS	16869000	Chunge Spring nr Yigo, Guam	SP	13.53670278	144.9168639	S	NAD83	 750	 10	LMSL	22010000
